Known As,Full Name,Overall,Nationality,Age,Club Name,Wage(in Euro)
'R. Ascone','Rocco Ascone',61,'France',18.0,'FC Nordsjælland',2000.0
'W. Amey','Wisdom Amey',61,'Italy',16.0,'Bologna',500.0
'H. Holgate','Harrison Holgate',61,'England',22.0,'Fleetwood Town',2000.0
'A. Mörfelt','Albin Mörfelt',61,'Sweden',22.0,'Degerfors IF',750.0
'S. Grubac','Sergej Grubac',61,'Montenegro',22.0,'AFC Chindia Târgovi?te',1000.0
'T. Ángel','Tomás Ángel',61,'Colombia',19.0,'Atlético Nacional',650.0
'W. Asprilla','Weibmar Asprilla',61,'Colombia',23.0,'Independiente Medellín',500.0
'P. König','Phillip König',61,'Germany',22.0,'MSV Duisburg',2000.0
'K. Riis','Kristian Dirks Riis',61,'Denmark',25.0,'Lyngby BK',2000.0
'I. Hutchinson','Isaac Hutchinson',61,'England',22.0,'Walsall',3000.0
'Nacho Martín','Ignacio Martín Gómez',61,'Spain',20.0,'Real Sporting de Gijón',1000.0
'J. Bångsbo','Johan Bångsbo',61,'Sweden',19.0,'IFK Göteborg',500.0
'J. Persson','Joel Persson',61,'Sweden',19.0,'Lecce',2000.0
'J. Eastwood','Jake Eastwood',61,'England',25.0,'Ross County FC',3000.0
'Fábio Tavares','Fábio André Tavares Desidério',61,'Portugal',21.0,'Coventry City',3000.0
'Lee Ji Sol','Ji Sol Lee',61,'Korea Republic',22.0,'Jeju United FC',1000.0
'V. Conelli','Vicente Conelli',61,'Chile',19.0,'Unión Española',700.0
'J. Noguera','Junior Noguera',61,'Paraguay',20.0,'Club Cerro Porteño',500.0
'V. Adamo','Valentín Adamo',61,'Uruguay',20.0,'Club Atlético River Plate',500.0
'E. Andersson','Erik Andersson',61,'Sweden',25.0,'GIF Sundsvall',700.0
'M. Damar','Muhammed Damar',61,'Germany',18.0,'TSG Hoffenheim',2000.0
'D. Youfeigane','Dominique Youfeigane',61,'France',22.0,'En Avant de Guingamp',950.0
'D. Valdés','Diego Valdés',61,'Venezuela',29.0,'Deportivo Táchira FC',500.0
'K. McIntosh','Kendall McIntosh',61,'United States',28.0,'Sporting Kansas City',1000.0
'L. Richardson','Lewis Richardson',61,'England',19.0,'Grimsby Town',5000.0
'A. Douiri','Achraf Douiri',61,'Netherlands',22.0,'FC Volendam',1000.0
'G. Vagiannidis','Georgios Vagiannidis',61,'Greece',20.0,'Panathinaikos FC',500.0
'N. Soria','Nahuel Soria',61,'Uruguay',20.0,'Liverpool Fútbol Club',500.0
'S. Szota','Serafin Szota',61,'Poland',23.0,'Widzew Lódz',1000.0
'T. González','Tomás González',61,'Argentina',19.0,'Unión de Santa Fe',2000.0
'H. Gjesdal','Henrik Gjesdal',61,'Norway',28.0,'Kristiansund BK',850.0
'E. Chapman','Ellis Chapman',61,'England',21.0,'Cheltenham Town',1000.0
'K. Skjærstein','Knut-André Skjærstein',61,'Norway',26.0,'Lillestrøm SK',800.0
'L. Skraback','Luiz Skraback',61,'Germany',19.0,'Borussia Mönchengladbach',3000.0
'C. O''Toole','Connor O''Toole',61,'Australia',24.0,'Sydney FC',1000.0
'A. Georgiou','Anthony Georgiou',61,'Cyprus',25.0,'Leyton Orient',3000.0
'J. Farrell','Jacob Farrell',61,'Australia',19.0,'Central Coast Mariners',500.0
'D. Kelly','Dan Kelly',61,'Republic of Ireland',26.0,'Dundalk FC',750.0
'M. Sangaré','Mustapha Sangaré',61,'France',23.0,'Amiens SC',1000.0
'S. Nwankwo','Silas Nwankwo',61,'Nigeria',18.0,'Mjällby AIF',500.0
'N. Figueroa','Nicolás Figueroa',61,'Peru',20.0,'FBC Melgar',500.0
'S. Davi','Simone Davi',61,'Italy',22.0,'Südtirol',550.0
'A. Odubeko','Ademipo Odubeko',61,'Republic of Ireland',19.0,'Port Vale',6000.0
'J. Lankester','Jack Lankester',61,'England',22.0,'Cambridge United',1000.0
'R. Schneider','Randy Schneider',61,'Switzerland',20.0,'FC St. Gallen 1879',2000.0
'Rafael Fernandes','Rafael Tavares Gomes Fernandes',61,'Portugal',20.0,'FC Arouca',950.0
'N. Maher','Niall Maher',61,'England',26.0,'Grimsby Town',2000.0
'C. Lucumí','Carlos Lucumí',61,'Colombia',22.0,'Deportivo Cali',750.0
'R. Lewis','Rico Lewis',61,'England',17.0,'Manchester City',650.0
'C. Horgan','Colm Horgan',61,'Republic of Ireland',27.0,'Sligo Rovers',500.0
'O. Faraj','Omar Faraj',61,'Sweden',20.0,'Degerfors IF',2000.0
'R. Horj','Razvan Horj',61,'Romania',26.0,'Petrolul Ploie?ti',1000.0
'S. ?erban','Sorin ?erban',61,'Romania',22.0,'FCSB (Steaua)',2000.0
'M. Gómez','Marcos Gómez',61,'Paraguay',20.0,'Club Olimpia',500.0
'S. Nilsen','Simen Vidtun Nilsen',61,'Norway',22.0,'Sarpsborg 08 FF',600.0
'D. Iapichino','Dennis Iapichino',61,'Switzerland',31.0,'FC Sion',4000.0
'A. Ioni?a','Adrian Ioni?a',61,'Romania',22.0,'AFC Chindia Târgovi?te',900.0
'V. Morar','Vlad Morar',61,'Romania',28.0,'FC Farul Constan?a',2000.0
'Elione Fernandes','Elione Fernandes Neto',61,'Portugal',16.0,'Fortuna Düsseldorf',500.0
'E. Mahmoud','Elies Mahmoud',61,'France',21.0,'Le Havre AC',1000.0
'I. Suárez','Ignacio Suárez',61,'Uruguay',20.0,'Club Nacional de Football',500.0
'K. Bonnevie','Kayne Bonnevie',61,'France',20.0,'Olympique Lyonnais',4000.0
'A. Tsilingiris','Apostolos Tsilingiris',61,'Greece',21.0,'APOEL Nicosia FC',500.0
'Recasens','Lluís Recasens Vives',61,'Spain',20.0,'RCD Espanyol de Barcelona',2000.0
'G. Bentil','Godwin Bentil',61,'Ghana',21.0,'Chamois Niortais Football Club',1000.0
'D. Leahy','Darragh Leahy',61,'Republic of Ireland',24.0,'Dundalk FC',600.0
'R. Ciervo','Riccardo Ciervo',61,'Italy',21.0,'Frosinone',4000.0
'S. Adjei','Simon Karlsson Adjei',61,'Sweden',28.0,'Varbergs BoIS FC',850.0
'T. Civeja','Tim Civeja',61,'Germany',20.0,'FC Ingolstadt 04',3000.0
'K. Bagis','Kagan Miray Bagis',61,'Turkey',24.0,'Istanbulspor',2000.0
'T. Gallacher','Tony Gallacher',61,'Scotland',22.0,'St. Johnstone FC',1000.0
'E. Gültekin','Emir Kaan Gültekin',61,'Turkey',21.0,'Istanbulspor',2000.0
'D. Ríos','Daniel Ríos',61,'Mexico',27.0,'Charlotte FC',2000.0
'Guilherme','Guilherme da Silva',61,'Brazil',21.0,'GD Chaves',1000.0
'Gonçalo Pinto','Gonçalo Pinto',61,'Portugal',22.0,'GD Chaves',950.0
'K. O''Hara','Kieran O''Hara',61,'Republic of Ireland',26.0,'Colchester United',2000.0
'H. Opsahl','Halvor Rødølen Opsahl',61,'Norway',19.0,'Hamarkameratene',500.0
'B. Unger','Bernhard Unger',61,'Austria',23.0,'SK Rapid Wien',3000.0
'L. Bucca','Leonel Bucca',61,'Argentina',23.0,'Unión de Santa Fe',2000.0
'L. Wouters','Luuk Wouters',61,'Netherlands',23.0,'RKC Waalwijk',1000.0
'V. Skjærvik','Vetle Skjærvik',61,'Norway',21.0,'Hamarkameratene',600.0
'R. Stewart','Ross Stewart',61,'Scotland',27.0,'Heart of Midlothian',1000.0
'T. Schättin','Tobias Schättin',61,'Switzerland',25.0,'FC Winterthur',1000.0
'J. Manske','Johannes Manske',61,'Germany',22.0,'SV Meppen',600.0
'T. Bradbury','Tom Bradbury',61,'England',24.0,'Cheltenham Town',1000.0
'J. Orozco','Jesús Orozco',61,'Venezuela',21.0,'Deportivo Táchira FC',500.0
'L. Casiani','Luis Casiani',61,'Venezuela',20.0,'Cerro Largo Fútbol Club',500.0
'L. Blum','Lewin Blum',61,'Switzerland',20.0,'BSC Young Boys',2000.0
'João Mendes','João Miguel Teixeira Mendes',61,'Portugal',22.0,'FC Porto',2000.0
'L. Mazagg','Lukas Mazagg',61,'Italy',22.0,'SV Meppen',500.0
'R. Lainton','Rob Lainton',61,'England',32.0,'Wrexham AFC',500.0
'A. Bhattacharya','Arindam Bhattacharya',61,'India',32.0,'NorthEast United FC',500.0
'A. Palmer','Ash Palmer',61,'England',29.0,'Stockport County',3000.0
'A. Abqar','Abdelkabir Abqar',61,'Morocco',23.0,'Deportivo Alavés',2000.0
'L. González','Luis David González',61,'Venezuela',23.0,'Caracas Fútbol Club',500.0
'J. Ramírez','Joan Ramírez',61,'Colombia',22.0,'Deportivo Cali',650.0
'Pastor','David Samuel Custódio Lima',61,'Brazil',22.0,'Portimonense SC',1000.0
'Abraham','Abraham Del Moral Rando',61,'Spain',20.0,'Villarreal Club de Fútbol B',950.0
'J. Gonçalves','Jonathan Gonçalves',61,'France',33.0,'FC Annecy',950.0
'G. Garofani','Giovanni Garofani',61,'Italy',19.0,'Juventus',4000.0
'M. Acton','Matthew Acton',61,'Australia',30.0,'Melbourne Victory',1000.0
'David García','David García Hidalgo',61,'Spain',18.0,'SD Huesca',650.0
'I. Kricak','Ivan Kricak',61,'Serbia',25.0,'Mjällby AIF',650.0
'M. Crocombe','Max Crocombe',61,'New Zealand',28.0,'Grimsby Town',2000.0
'M. Bernatene','Mathías Bernatene',61,'Uruguay',21.0,'Club Nacional de Football',500.0
'P. Sciortino','Paolo Sciortino',61,'France',18.0,'Olympique de Marseille',2000.0
'B. Bjarkason','Bjarki Steinn Bjarkason',61,'Iceland',22.0,'Venezia FC',900.0
'C. Kouakou','Chris Kouakou',61,'Côte d''Ivoire',22.0,'FC Midtjylland',4000.0
'A. Bernhardsson','Alexander Bernhardsson',61,'Sweden',23.0,'IF Elfsborg',1000.0
'E. Hustad','Erlend Hustad',61,'Norway',25.0,'FK Jerv',900.0
'M. Biereth','Mika Biereth',61,'Denmark',19.0,'RKC Waalwijk',1000.0
'A. Simarra','Alfonso Simarra',61,'Colombia',21.0,'Junior FC',550.0
'M. Kikkenborg','Mads Kikkenborg',61,'Denmark',22.0,'Lyngby BK',1000.0
'J. Jones','James Jones',61,'Scotland',26.0,'Wrexham AFC',500.0
'L. Zjawinski','Lukasz Zjawinski',61,'Poland',20.0,'Widzew Lódz',2000.0
'H. El Kaouakibi','Hamza El Kaouakibi',61,'Morocco',24.0,'Benevento',750.0
'M. Maglica','Matej Maglica',61,'Croatia',23.0,'FC St. Gallen 1879',2000.0
'R. Damus','Ronaldo Damus',61,'Haiti',22.0,'GIF Sundsvall',700.0
'F. Clarke','Flynn Clarke',61,'England',19.0,'Norwich City',4000.0
'J. Romero','José David Romero',61,'Argentina',19.0,'Club Atlético Talleres',2000.0
'S. Diaby','Souleymane Diaby',61,'Côte d''Ivoire',22.0,'FC Winterthur',1000.0
'K. Koulierakis','Konstantinos Koulierakis',61,'Greece',18.0,'PAOK',500.0
'del Cerro','Saúl del Cerro García',61,'Spain',18.0,'Burgos CF',500.0
'Mikel Carro','Mikel Carro Fandiño',61,'Spain',23.0,'Real Valladolid CF',3000.0
'A. Nilsson','Aleksander D. Nilsson',61,'Sweden',19.0,'Sandefjord Fotball',500.0
'G. Gambetta','Giacomo Gambetta',61,'Peru',23.0,'Sport Boys',500.0
'A. Roncaglia','Anthony Roncaglia',61,'France',22.0,'SC Bastia',900.0
'A. Al Dohaim','Amaar Al Dohaim',61,'Saudi Arabia',28.0,'Al Fateh',5000.0
'J. Iredale','John Iredale',61,'Australia',22.0,'SV Wehen Wiesbaden',2000.0
'V. Kongsro','Vegard Kongsro',61,'Norway',23.0,'Hamarkameratene',700.0
'R. Watson','Rory Watson',61,'England',26.0,'Wrexham AFC',500.0
'J. Marsiglia','Jorge Marsiglia',61,'Colombia',23.0,'Deportivo Cali',650.0
'F. Correa','Fabrizio Correa',61,'Uruguay',21.0,'Club Atlético River Plate',500.0
'M. Tepe','Muhammet Taha Tepe',61,'Turkey',21.0,'Trabzonspor',3000.0
'K. Manneh','Kalifa Manneh',61,'Gambia',23.0,'Perugia',850.0
'N. ugelj','Nino ugelj',61,'Slovenia',22.0,'FK Bodø/Glimt',1000.0
'Song Long','Long Song',61,'China PR',32.0,'Shandong Taishan',3000.0
'W. Odobert','Wilson Odobert',61,'France',17.0,'ESTAC Troyes',700.0
'S. Iyede','Samson Iyede',61,'Nigeria',24.0,'AC Horsens',2000.0
'L. Ward','Lewis Ward',61,'England',25.0,'Sutton United',1000.0
'J. Umerah','Josh Umerah',61,'England',25.0,'Hartlepool United',2000.0
'T. Chukwuani','Tochi Chukwuani',61,'Denmark',19.0,'Lyngby BK',1000.0
'N. Collins','Nnamdi Collins',61,'Germany',18.0,'Borussia Dortmund',2000.0
'D. Prpic','Dominik Prpic',61,'Croatia',18.0,'Hajduk Split',500.0
'M. ulek','Martin ulek',61,'Slovakia',24.0,'Wisla Plock',950.0
'B. Lauwers','Barry Lauwers',61,'Netherlands',22.0,'FC Volendam',950.0
'A. Aventisian','Aventis Aventisian',61,'Greece',19.0,'Go Ahead Eagles',850.0
'S. Ogie','Shadrach Ogie',61,'Republic of Ireland',20.0,'Leyton Orient',2000.0
'G. Micle','George Micle',61,'Romania',20.0,'Campionii FC Arges',700.0
'Augusto Dabo','Julio Augusto Dabo',61,'Guinea Bissau',19.0,'Boavista FC',1000.0
'G. Sánchez','Gonzalo Sánchez',61,'Peru',22.0,'FC Emmen',2000.0
'K. Vivcharenko','Kostyantyn Vivcharenko',61,'Ukraine',20.0,'Dynamo Kyiv',500.0
'E. Tchato','Enzo Tchato',61,'Cameroon',19.0,'Montpellier Hérault SC',2000.0
'C. Jander','Caspar Jander',61,'Germany',19.0,'MSV Duisburg',900.0
'A. Caprice','Amay Caprice',61,'France',17.0,'Olympique de Marseille',500.0
'A. Skipper','Anton Skipper',61,'Denmark',22.0,'Sarpsborg 08 FF',750.0
'R. Hutchinson','Reece Hutchinson',61,'England',22.0,'Cheltenham Town',1000.0
'A. Benyahia-Tani','Aylan Benyahia-Tani',61,'France',16.0,'Olympique de Marseille',1000.0
'L. Claros','Leonardo Claros',61,'Bolivia',24.0,'Club Always Ready',500.0
'César','César Valero Álvarez',61,'Spain',21.0,'UD Ibiza',950.0
'Leandro Fernandes','Leandro Fernandes da Cunha',61,'Netherlands',22.0,'FK Jerv',750.0
'D. Pila','Dominik Pila',61,'Poland',21.0,'Lechia Gdansk',1000.0
'L. Amadé','Lautaro Amadé',61,'Argentina',22.0,'Defensa y Justicia',2000.0
'R. Ramírez','Roberto Carlos Ramírez',61,'Paraguay',22.0,'Club Cerro Porteño',500.0
'J. Duncan','Jack Duncan',61,'Australia',29.0,'Newcastle Jets',500.0
'L. Franco','Luis Franco',61,'Paraguay',22.0,'Club Sol de América',500.0
'Z. Elbouzedi','Zachary Elbouzedi',61,'Republic of Ireland',24.0,'AIK',1000.0
'D. Wilson','Donovan Wilson',61,'England',25.0,'Sutton United',2000.0
'Marco Camus','Marco Camus Muñoz',61,'Spain',20.0,'Racing Santander',1000.0
'E. Bonds','Elliot Bonds',61,'Guyana',22.0,'Cheltenham Town',1000.0
'A. Alcorcel','Augusto Alcorcel',61,'Argentina',21.0,'Platense',1000.0
'F. Perruzzi','Francisco Perruzzi',61,'Argentina',21.0,'San Lorenzo de Almagro',2000.0
'G. Lagerbielke','Gustaf Lagerbielke',61,'Sweden',22.0,'Degerfors IF',850.0
'J. Fabri','Julien Fabri',61,'France',28.0,'SC Bastia',900.0
'Joseda Älvarez','José David Álvarez Adsuar',61,'Spain',21.0,'Deportivo Alavés',1000.0
'A. Sidibe','Alassane Sidibe',61,'Côte d''Ivoire',20.0,'Cosenza',500.0
'M. Ramusovic','Melvin Ramusovic',61,'Bosnia and Herzegovina',21.0,'1. FC Heidenheim 1846',3000.0
'O. Zanzala','Offrande Zanzala',61,'Congo',25.0,'Newport County',3000.0
'Du Jia','Jia Du',61,'China PR',29.0,'Shanghai Port FC',3000.0
'R. Morínigo','Rodrigo Morínigo',61,'Paraguay',23.0,'Club Libertad',500.0
'Liu Yang','Yang Liu',61,'China PR',31.0,'Shijiazhuang Ever Bright F.C.',2000.0
'B. Pereira','Brayann Pereira',61,'France',19.0,'AJ Auxerre',2000.0
'M. Al Shammari','Mansour Al Shammari',61,'Saudi Arabia',21.0,'Al Nassr',4000.0
'A. Fiordaliso','Alessandro Fiordaliso',61,'Italy',23.0,'SPAL',600.0
'L. Branescu','Lauren?iu Branescu',61,'Romania',28.0,'Universitatea Cluj',1000.0
'H. Lennon','Harry Lennon',61,'England',27.0,'Wrexham AFC',500.0
'W. Randall','Will Randall',61,'England',25.0,'Sutton United',2000.0
'D. Corozo','Dennis Corozo',61,'Ecuador',34.0,'Delfín Sporting Club',500.0
'J. Gómez','José Gómez',61,'Argentina',22.0,'Club Atlético Central Córdoba',2000.0
'Yang Xu','Xu Yang',61,'China PR',34.0,'Shanghai Shenhua FC',3000.0
'A. Candela','Antonio Candela',61,'Italy',22.0,'Venezia FC',750.0
'B. Old','Ben Old',60,'New Zealand',19.0,'Wellington Phoenix',500.0
'R. Spaulding','Ryan Spaulding',60,'United States',23.0,'New England Revolution',1000.0
'Nico Gudiño','Nicolás Gudiño Castilla',60,'Spain',22.0,'CD Mirandés',1000.0
'L. Cano','Lucas Cano',60,'Argentina',27.0,'Arsenal de Sarandí',2000.0
'M. Cerofolini','Michele Cerofolini',60,'Italy',23.0,'Fiorentina',5000.0
'Víctor Blanco','Víctor Blanco Sánchez',60,'Spain',19.0,'Real Oviedo',1000.0
'C. Ekene','Chinedu Ekene',60,'Germany',22.0,'MSV Duisburg',1000.0
'I. Cameron','Innes Cameron',60,'Scotland',21.0,'Kilmarnock',1000.0
'Yuan Mincheng','Mincheng Yuan',60,'China PR',26.0,'Shenzhen FC',2000.0
'J. Rose','Jack Rose',60,'England',27.0,'Sutton United',1000.0
'Y. Abdulazeez','Yusuf Abdulazeez',60,'Nigeria',20.0,'Mjällby AIF',600.0
'E. Boahene','Ernest Boahene',60,'Ghana',22.0,'Strømsgodset IF',700.0
'T. Owolabi','Tunde Owolabi',60,'Belgium',26.0,'St. Patrick''s Athletic',750.0
'C. Kourfalidis','Christos Kourfalidis',60,'Greece',19.0,'Cagliari',500.0
'G. Dahan','Guy Dahan',60,'Israel',22.0,'SC Rheindorf Altach',2000.0
'N. Djoric','Nikola Djoric',60,'Serbia',22.0,'SK Austria Klagenfurt',2000.0
'M. Bondswell','Matthew Bondswell',60,'England',20.0,'Newcastle United',7000.0
'K. Okunuki','Kanji Okunuki',60,'Japan',22.0,'Górnik Zabrze',1000.0
'C. Colkett','Charlie Colkett',60,'England',25.0,'Crewe Alexandra',2000.0
'J. Young','Jake Young',60,'England',20.0,'Bradford City',3000.0
'G. Rendón','Guillermo Rendón',60,'Ecuador',20.0,'Barcelona Sporting Club',500.0
'P. Sokól','Pawel Sokól',60,'Poland',22.0,'Górnik Zabrze',850.0
'Cho Soo Hyuk','Soo Hyuk Cho',60,'Korea Republic',35.0,'Ulsan Hyundai FC',900.0
'L. Wedl','Lukas Wedl',60,'Austria',26.0,'FK Austria Wien',2000.0
'N. Brock-Madsen','Nicolai Brock-Madsen',60,'Denmark',29.0,'Randers FC',3000.0
'J. Racchumick','José Racchumick',60,'Peru',20.0,'Cienciano',500.0
'K. Parra','Kevin Parra',60,'Colombia',19.0,'Atlético Nacional',500.0
'C. Singh','Chinglensana Singh',60,'India',25.0,'Hyderabad FC',500.0
'S. Hanssen','Sondre Fosnæss Hanssen',60,'Norway',21.0,'Strømsgodset IF',600.0
'A. Mishra','Akash Mishra',60,'India',20.0,'Hyderabad FC',500.0
'T. Latteier','Tim Latteier',60,'Germany',22.0,'SpVgg Bayreuth',500.0
'L. Yánez','Leonardo Yánez',60,'Ecuador',19.0,'Barcelona Sporting Club',500.0
'J. Bahoya','Jean-Mattéo Bahoya',60,'France',17.0,'Angers SCO',500.0
'B. Cotter','Barry Cotter',60,'Republic of Ireland',23.0,'St. Patrick''s Athletic',550.0
'L. Sy','Lamine Sy',60,'France',19.0,'Stade Malherbe Caen',650.0
'G. Ranjitsingh','Greg Ranjitsingh',60,'Trinidad and Tobago',28.0,'Toronto FC',1000.0
'D. Gorka','Dennis Gorka',60,'Germany',20.0,'Fortuna Düsseldorf',2000.0
'N. Manganelli','Nahuel Manganelli',60,'Argentina',21.0,'Gimnasia y Esgrima La Plata',1000.0
'K. Boma','Kévin Boma',60,'Togo',19.0,'Rodez Aveyron Football',500.0
'L. Thomas','Lewis Thomas',60,'Wales',24.0,'Forest Green Rovers',1000.0
'S. Eder','Steffen Eder',60,'Germany',25.0,'SpVgg Bayreuth',500.0
'F. Smand','Floris Smand',60,'Netherlands',19.0,'SC Cambuur',800.0
'F. Flo','Fredrik Flo',60,'Norway',25.0,'Sandefjord Fotball',700.0
'J. Furlan','Jacopo Furlan',60,'Italy',29.0,'Perugia',650.0
'I. Cissé','Ibrahima Cissé',60,'Mali',21.0,'FC Schalke 04',2000.0
'F. Nyenetue','Franklin Nyenetue',60,'Norway',21.0,'Sandefjord Fotball',700.0
'C. Whelan','Corey Whelan',60,'Republic of Ireland',24.0,'Carlisle United',2000.0
'J. Fierro','Julio Fierro',60,'Chile',20.0,'Colo-Colo',600.0
'J. Ragen','Jackson Ragen',60,'United States',23.0,'Seattle Sounders FC',1000.0
'A. Mattioli','Alessandro Mattioli',60,'Italy',24.0,'Cittadella',500.0
'P. Manske','Paul Manske',60,'Germany',20.0,'SV Meppen',500.0
'Gustavo Klismahn','Gustavo Klismahn D Miranda',60,'Brazil',22.0,'Portimonense SC',1000.0
'B. Acquah','Benjamin Acquah',60,'Ghana',21.0,'Helsingborgs IF',550.0
'V. Blixt','Victor Blixt',60,'Sweden',19.0,'Helsingborgs IF',500.0
'N. Byrne','Neill Byrne',60,'Republic of Ireland',29.0,'Tranmere Rovers',3000.0
'B. Hinchliffe','Ben Hinchliffe',60,'England',34.0,'Stockport County',2000.0
'E. Bayram','Emin Bayram',60,'Turkey',19.0,'Galatasaray SK',4000.0
'P. Trujillo','Pedro Trujillo',60,'Peru',22.0,'Cienciano',500.0
'J. Duin','Jelle Duin',60,'Netherlands',23.0,'Aarhus GF',2000.0
'N. Polster','Nikolas Polster',60,'Austria',19.0,'LASK Linz',1000.0
'N. Farrugia','Neil Farrugia',60,'Republic of Ireland',23.0,'Shamrock Rovers',550.0
'A. Vukanovic','Aleksa Vukanovic',60,'Serbia',30.0,'Meizhou Hakka',2000.0
'M. Ellis','Mark Ellis',60,'England',33.0,'Barrow',2000.0
'J. March','Josh March',60,'England',25.0,'Forest Green Rovers',2000.0
'A. Uzodimma','Anthony Uzodimma',60,'Nigeria',23.0,'Yukatel Kayserispor',2000.0
'F. Sanguinetti','Facundo Sanguinetti',60,'Argentina',21.0,'Club Atlético Banfield',1000.0
'Hou Yu','Yu Hou',60,'China PR',31.0,'Meizhou Hakka',1000.0
'Gustavo Sá','Gustavo Filipe Azevedo Sá',60,'Portugal',17.0,'Futebol Clube de Famalicão',500.0
'José Oliveira','José Pedro Ferreira Oliveira',60,'Portugal',20.0,'FC Paços de Ferreira',850.0
'Choi Bo Kyung','Bo Kyung Choi',60,'Korea Republic',34.0,'Jeonbuk Hyundai Motors',2000.0
'E. Bördner','Elias Bördner',60,'Germany',20.0,'Viktoria Köln',550.0
'M. Ferrel','Manuel Ferrel',60,'Bolivia',20.0,'Club Deportivo Guabirá',500.0
'B. Rivas','Bruno Rivas',60,'Bolivia',21.0,'Club Deportivo Oriente Petrolero',500.0
'E. Louro','Evan Louro',60,'United States',26.0,'FC Cincinnati',1000.0
'Lluc Matas','Lluc Matas García',60,'Spain',20.0,'Girona FC',2000.0
'G. Campbell','George Campbell',60,'United States',21.0,'Atlanta United',900.0
'L. Barraza','Luis Barraza',60,'United States',25.0,'New York City FC',1000.0
'R. Vercauteren','Rik Vercauteren',60,'Belgium',21.0,'RSC Anderlecht',2000.0
'M. Simba','Moonga Simba',60,'Sweden',22.0,'IFK Värnamo',600.0
'Park Byung Hyun','Byung Hyun Park',60,'Korea Republic',29.0,'Daegu FC',1000.0
'S. Graham','Sam Graham',60,'England',21.0,'Rochdale',1000.0
'Raúl Arias','Raúl Arias Arias',60,'Spain',19.0,'SD Ponferradina',1000.0
'J. Mina','Jeison Mina',60,'Ecuador',21.0,'Barcelona Sporting Club',500.0
'Gerard Yepes','Gerard Yepes Laut',60,'Spain',19.0,'U.C. Sampdoria',2000.0
'S. Castro','Santiago Castro',60,'Argentina',17.0,'Vélez Sarsfield',550.0
'V. Mu?iu','Vlad Mu?iu',60,'Romania',27.0,'AFC Hermannstadt',900.0
'T. Sho-Silva','Tobi Sho-Silva',60,'England',27.0,'Carlisle United',2000.0
'Pau Casadesús','Pau Casadesús Castro',60,'Spain',19.0,'FC Andorra',650.0
'M. Traore','Mai Traore',60,'Guinea',22.0,'Viking FK',850.0
'A. Ndiaye','Abdoulaye Ndiaye',60,'Senegal',20.0,'SC Bastia',6000.0
'K. McAteer','Kasey McAteer',60,'England',20.0,'Leicester City',8000.0
'I. Kort','Ishan Kort',60,'Suriname',22.0,'Sparta Rotterdam',1000.0
'Alex Forés','Alex Forés Mendoza',60,'Spain',21.0,'Villarreal Club de Fútbol B',1000.0
'J. Baccay','Josef Brian Baccay',60,'Norway',21.0,'Odds BK',650.0
'R. Graham','Ross Graham',60,'Scotland',21.0,'Dundee United',900.0
'L. Nordås','Lasse Nordås',60,'Norway',20.0,'Tromsø IL',800.0
'E. Ahumada','Eric Ahumada',60,'Chile',28.0,'CD Antofagasta',1000.0
'C. Kelman','Charlie Kelman',60,'United States',20.0,'Leyton Orient',5000.0
'T. Maswanhise','Tawanda Maswanhise',60,'Zimbabwe',19.0,'Leicester City',7000.0
'K. Peersman','Kjell Peersman',60,'Belgium',18.0,'PSV',500.0
'M. Achi','Mohamed Achi',60,'France',20.0,'FC Nantes',3000.0
'A. Suljic','Ali Suljic',60,'Sweden',24.0,'Helsingborgs IF',550.0
'M. Cox','Matthew Cox',60,'England',19.0,'Brentford',2000.0
'T. Eastman','Tom Eastman',60,'England',30.0,'Colchester United',2000.0
'A. Alcaraz','Adrián Alcaraz',60,'Paraguay',22.0,'Club Libertad',500.0
'B. Medina','Brayan Medina',60,'Colombia',20.0,'América de Cali',500.0
'R. Rydel','Ryan Rydel',60,'England',21.0,'Stockport County',2000.0
